6.0,6.0,5.8333335,-16.9558,-15.521,1.0,143.66667,0.05404364,0.0,1.0,0.0,0.8,0.0,0.5,1.0,1.0,1.0,0.000000
29.0,22.0,5.586207,-78.5577,-47.0053,1.1,405.72415,0.043836836,0.0,1.0,0.035714287,0.5714286,0.037037037,0.11111111,1.0,3.0,0.0,0.000000
6.0,6.0,6.6666665,-21.4005,-16.7251,1.0,377.0,0.21312916,0.0,0.8333333,0.0,0.4,0.0,0.0,0.8333333,4.0,4.0,0.166667
16.0,20.0,7.4375,-44.2586,-35.4477,1.0,286.625,0.0996669,0.0625,0.9375,0.0,0.33333334,0.071428575,0.071428575,1.0,2.0,0.0,0.263158
14.0,15.0,5.714286,-47.1391,-34.7708,1.25,364.0,0.13570715,0.0,0.71428573,0.0,0.30769232,0.0,0.0,0.8333333,3.0,2.0,0.125000
18.0,22.0,6.111111,-16.9357,-36.3341,1.1578947,460.44446,0.034869544,0.0,1.0,0.0,1.0,0.0625,0.75,1.0,0.0,2.0,0.000000
25.0,27.0,5.92,-53.1152,-52.243,1.0384616,315.04,0.07274126,0.0,0.92,0.0,0.625,0.0,0.39130434,0.92,2.0,4.0,0.037037
4.0,5.0,4.5,-17.1352,-15.408,1.0,120.75,0.08077168,0.0,1.0,0.0,0.33333334,0.0,0.0,1.0,0.0,0.0,0.000000
22.0,23.0,5.818182,-66.6843,-46.3893,1.4375,590.63635,0.0990895,0.0,0.90909094,0.04761905,0.47619048,0.1,0.1,0.9375,5.0,5.0,0.080000
27.0,31.0,5.6296296,-20.8708,-69.6954,1.1923077,416.8889,0.048046358,0.0,1.0,0.0,0.96153843,0.0,0.96,1.0,3.0,3.0,0.322581
15.0,16.0,6.2,-54.0106,-31.8427,1.0,190.66667,0.055527724,0.0,1.0,0.0,0.35714287,0.0,0.07692308,1.0,0.0,2.0,0.000000
10.0,12.0,6.5,-25.2184,-22.8989,1.0909091,114.8,0.050504547,0.0,0.9,0.0,0.33333334,0.0,0.125,0.9,0.0,0.0,0.300000
14.0,15.0,7.357143,-44.8283,-29.3576,1.0,261.0,0.08992161,0.0,1.0,0.0,0.61538464,0.0,0.41666666,1.0,0.0,0.0,0.200000
15.0,16.0,7.866667,-10.8694,-27.8399,1.0666667,257.46667,0.07394056,0.0,1.0,0.0,0.71428573,0.0,0.7692308,1.0,0.0,0.0,0.062500
34.0,34.0,6.1764708,-102.624,-67.4674,1.3076923,508.85294,0.053934034,0.029411765,0.85294116,0.0,0.57575756,0.0,0.21875,0.96666664,6.0,6.0,0.088235
26.0,27.0,5.6153846,-78.7121,-51.5454,1.125,411.57693,0.046380296,0.0,0.9230769,0.08,0.4,0.0,0.083333336,0.95454544,4.0,5.0,0.266667
10.0,14.0,4.3,-28.7388,-21.8574,1.0769231,263.1,0.026574705,0.0,1.0,0.0,0.6666667,0.0,0.125,1.0,0.0,0.0,0.000000
28.0,30.0,5.928571,-44.5925,-63.4764,1.2,375.32144,0.04468683,0.0,0.96428573,0.037037037,0.6296296,0.23076923,0.1923077,0.962963,3.0,3.0,0.222222
25.0,25.0,3.0,-42.6777,-45.9454,1.25,555.2,0.016653111,0.0,1.0,0.0,0.9166667,0.0,0.73913044,1.0,7.0,7.0,0.000000
39.0,48.0,5.205128,-92.9986,-100.713,1.6551725,396.3846,0.04695955,0.0,0.74358976,0.02631579,0.28947368,0.0,0.13513513,0.8076923,8.0,5.0,0.098039
7.0,7.0,4.285714,-18.7197,-9.83183,1.1666666,472.57144,0.040967215,0.0,1.0,0.0,0.6666667,0.0,0.2,1.0,3.0,3.0,0.000000
24.0,21.0,6.8333335,-68.7601,-42.7148,1.1052631,497.20834,0.04369897,0.0,0.9583333,0.04347826,0.6086956,0.0,0.22727273,0.95238096,5.0,3.0,0.680000
22.0,21.0,5.8636365,-47.6635,-40.4421,1.0,405.86365,0.04957141,0.0,1.0,0.0,0.6666667,0.15,0.25,1.0,2.0,0.0,0.000000
17.0,20.0,4.0,-51.9846,-41.0394,1.0526316,289.17648,0.055876095,0.0,1.0,0.0,0.5625,0.0,0.2,1.0,2.0,2.0,0.263158
44.0,42.0,4.2954545,-125.656,-97.9338,1.5,331.3409,0.04161191,0.0,0.84090906,0.0,0.3255814,0.023809524,0.0952381,0.8787879,11.0,3.0,0.404762
14.0,15.0,5.928571,-50.3197,-39.4453,1.0,304.7857,0.07397456,0.071428575,0.9285714,0.0,0.53846157,0.0,0.16666667,1.0,0.0,0.0,0.571429
14.0,17.0,7.357143,-21.0233,-30.1332,1.0625,432.7857,0.034311958,0.0,0.9285714,0.0,0.7692308,0.0,0.5,0.9285714,2.0,3.0,0.000000
6.0,6.0,5.3333335,-13.6279,-16.4526,1.0,413.5,0.03538112,0.0,1.0,0.0,0.8,0.0,0.75,1.0,1.0,1.0,0.000000
13.0,13.0,6.1538463,-28.3917,-26.6847,1.0,244.46153,0.059373364,0.0,1.0,0.083333336,0.6666667,0.0,0.45454547,1.0,0.0,0.0,0.454545
11.0,15.0,6.5454545,-47.2716,-28.7549,1.0,317.63635,0.047106996,0.0,1.0,0.0,0.3,0.0,0.11111111,1.0,0.0,2.0,0.000000
10.0,11.0,7.0,-29.9337,-24.7988,1.0,346.0,0.062272787,0.0,0.9,0.0,0.33333334,0.0,0.0,0.9,0.0,0.0,0.250000
14.0,16.0,5.928571,-30.0777,-28.4826,1.1428572,433.5,0.043535907,0.0,1.0,0.07692308,0.84615386,0.16666667,0.5,1.0,0.0,2.0,0.000000
11.0,14.0,5.6363635,-21.2374,-29.6766,1.0,304.27274,0.06561109,0.0,1.0,0.1,0.4,0.11111111,0.11111111,1.0,0.0,0.0,0.230769
22.0,24.0,5.681818,-31.3122,-49.8295,1.2,333.5,0.03532594,0.0,0.90909094,0.14285715,0.47619048,0.45,0.05,0.9,3.0,0.0,0.300000
19.0,20.0,5.4736843,-22.8059,-30.4429,1.1764706,446.94736,0.026025344,0.0,1.0,0.0,0.8888889,0.05882353,0.47058824,1.0,3.0,0.0,0.000000
13.0,17.0,6.8461537,-16.8175,-36.3113,1.0625,328.69232,0.040931977,0.0,0.9230769,0.083333336,0.41666666,0.09090909,0.0,1.0,0.0,0.0,0.133333
14.0,10.0,3.857143,-36.3465,-21.4108,1.1111112,379.5,0.04161534,0.0,1.0,0.0,0.53846157,0.0,0.41666666,1.0,0.0,0.0,0.000000
4.0,5.0,4.25,-16.8229,-15.2927,1.0,120.75,0.070760235,0.0,1.0,0.0,0.33333334,0.0,0.0,1.0,0.0,0.0,0.000000
20.0,22.0,5.4,-51.3724,-36.2837,1.0476191,404.25,0.04418152,0.0,0.95,0.0,0.68421054,0.0,0.2777778,1.0,0.0,0.0,0.000000
19.0,15.0,4.368421,-60.0124,-27.3811,1.0714285,347.89474,0.0554888,0.0,1.0,0.0,0.5,0.0,0.11764706,1.0,2.0,2.0,0.312500
14.0,12.0,4.214286,-34.5012,-16.5443,1.0,479.0,0.022566974,0.0,0.9285714,0.0,0.53846157,0.083333336,0.33333334,0.9285714,2.0,2.0,0.083333
